row,col,calib_sigma
0,0,0.4123564302116467
1,0,0.5357070434163873
2,0,0.5357070434163873
3,0,0.5357070434163873
4,0,0.5357070434163873
5,0,0.42734833531564753
6,0,0.5357070434163873
7,0,0.5357070434163873
8,0,0.5357070434163873
9,0,0.5357070434163873
10,0,0.5357070434163873
11,0,0.45513288289949116
12,0,0.538071589560225
13,0,0.538071589560225
14,0,0.538071589560225
15,0,0.538071589560225
16,0,0.538071589560225
17,0,0.48384151683463017
18,0,0.538071589560225
19,0,0.48384151683463017
20,0,0.48384151683463017
21,0,0.48384151683463017
22,0,0.538071589560225
23,0,0.48384151683463017
24,0,0.48384151683463017
25,0,0.538071589560225
26,0,0.538071589560225
27,0,0.538071589560225
28,0,0.538071589560225
29,0,0.538071589560225
30,0,0.538071589560225
31,0,0.48384151683463017
32,0,0.538071589560225
33,0,0.538071589560225
34,0,0.538071589560225
35,0,0.48384151683463017
36,0,0.48384151683463017
37,0,0.48384151683463017
38,0,0.48384151683463017
39,0,0.48384151683463017
40,0,0.48384151683463017
41,0,0.538071589560225
42,0,0.538071589560225
43,0,0.48384151683463017
44,0,0.48384151683463017
45,0,0.48384151683463017
46,0,0.48384151683463017
47,0,0.538071589560225
48,0,0.538071589560225
49,0,0.538071589560225
50,0,0.48384151683463017
51,0,0.48384151683463017
52,0,0.48384151683463017
53,0,0.48384151683463017
54,0,0.48384151683463017
55,0,0.538071589560225
56,0,0.48384151683463017
57,0,0.538071589560225
58,0,0.48384151683463017
59,0,0.48384151683463017
60,0,0.48384151683463017
61,0,0.48384151683463017
62,0,0.48384151683463017
63,0,0.48384151683463017
64,0,0.48384151683463017
65,0,0.35977929982350787
66,0,0.35977929982350787
67,0,0.35977929982350787
68,0,0.35977929982350787
69,0,0.35977929982350787
70,0,0.35977929982350787
71,0,0.35977929982350787
72,0,0.35977929982350787
73,0,0.35977929982350787
74,0,0.35977929982350787
75,0,0.35977929982350787
76,0,0.35977929982350787
77,0,0.35977929982350787
78,0,0.35977929982350787
79,0,0.5529487723992972
80,0,0.35977929982350787
81,0,0.5529487723992972
82,0,0.35977929982350787
83,0,0.5529487723992972
84,0,0.5529487723992972
85,0,0.5529487723992972
86,0,0.5529487723992972
87,0,0.5529487723992972
88,0,0.538071589560225
89,0,0.35977929982350787
90,0,0.538071589560225
91,0,0.48384151683463017
92,0,0.538071589560225
93,0,0.538071589560225
94,0,0.48384151683463017
95,0,0.538071589560225
96,0,0.538071589560225
97,0,0.48384151683463017
98,0,0.48384151683463017
99,0,0.538071589560225
100,0,0.48384151683463017
101,0,0.48384151683463017
102,0,0.48384151683463017
103,0,0.48384151683463017
104,0,0.538071589560225
105,0,0.538071589560225
106,0,0.538071589560225
107,0,0.538071589560225
108,0,0.538071589560225
109,0,0.538071589560225
110,0,0.538071589560225
111,0,0.538071589560225
112,0,0.538071589560225
113,0,0.48384151683463017
114,0,0.538071589560225
115,0,0.48384151683463017
116,0,0.48384151683463017
117,0,0.48384151683463017
118,0,0.538071589560225
119,0,0.48384151683463017
120,0,0.48384151683463017
121,0,0.538071589560225
122,0,0.538071589560225
123,0,0.48384151683463017
124,0,0.538071589560225
125,0,0.538071589560225
126,0,0.538071589560225
127,0,0.5866584905190564
128,0,0.5866016649966568
129,0,0.5669205527520091
130,0,0.4884173293200291
131,0,0.49496267892535073
132,0,0.49496267892535073
133,0,0.49496267892535073
134,0,0.49496267892535073
135,0,0.49496267892535073
136,0,0.49496267892535073
137,0,0.507510953130577
138,0,0.507510953130577
139,0,0.5472074930151862
140,0,0.5343458751813586
141,0,0.5323355036847275
142,0,0.5659448590720615
143,0,0.5343458751813586
144,0,0.5832570539788406
145,0,0.5343458751813586
146,0,0.5343458751813586
147,0,0.5343458751813586
148,0,0.5343458751813586
149,0,0.5343458751813586
150,0,0.418037242486502
151,0,0.42271263385306845
152,0,0.4278467113263158
153,0,0.42217717427043766
154,0,0.48265285945311476
155,0,0.4921121449216308
156,0,0.4921121449216308
157,0,0.4921121449216308
158,0,0.4921121449216308
159,0,0.4921121449216308
160,0,0.4921121449216308
161,0,0.4921121449216308
162,0,0.5578332181196117
163,0,0.5131982003567188
164,0,0.5131982003567188
165,0,0.5786305498374915
166,0,0.5034031718691026
167,0,0.5681105428701798
168,0,0.42065317827828785
169,0,0.5740853714912575
170,0,0.5782676867675818
171,0,0.4653088530154541
172,0,0.5740853714912575
173,0,0.5740853714912575
174,0,0.4724747362802617
175,0,0.5751730432898938
176,0,0.5753665090997728
177,0,0.5755566290574308
178,0,0.564785197485314
179,0,0.49531923647823106
180,0,0.49531923647823106
181,0,0.49531923647823106
182,0,0.49531923647823106
183,0,0.49531923647823106
184,0,0.5862451158736803
185,0,0.4971902941972104
186,0,0.5791623244792063
187,0,0.5335434103018883
188,0,0.5279517357254804
189,0,0.5373653988801479
190,0,0.47039754631583364
191,0,0.5119129592490808
192,0,0.5017611060886864
193,0,0.5119129592490808
194,0,0.5375334470062185
195,0,0.48372933123877715
196,0,0.5445961632873662
197,0,0.5445961632873662
198,0,0.48209040167026984
